"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Elemental Essence Shard","TCE","127","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.Roll a d4 and consult the Elemental Essence Shards table to determine the shard's essence and property. When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use that property.Elemental Essence Shardsd4ElementShard1AirElemental Essence Shard (Air)2EarthElemental Essence Shard (Earth)3FireElemental Essence Shard (Fire)4WaterElemental Essence Shard (Water)"
"Elemental Essence Shard (Air)","TCE","127","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use the following property: Property. You can immediately fly up to 60 feet without provoking opportunity attacks."
"Elemental Essence Shard (Earth)","TCE","127","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use the following property: Property. You gain resistance to a damage type of your choice until the start of your next turn."
"Elemental Essence Shard (Fire)","TCE","127","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use the following property: Property. One target of the spell that you can see catches fire. The burning target takes 2d10 fire damage at the start of its next turn, and then the flames go out."
"Elemental Essence Shard (Water)","TCE","127","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This crackling crystal contains the essence of an elemental plane. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.When you use a Metamagic option on a spell while you are holding or wearing the shard, you can use the following property: Property. You create a wave of water that bursts out from you in a 10-foot radius. Each creature of your choice that you can see in that area takes 2d6 cold damage and must succeed on a Strength saving throw against your spell save DC or be pushed 10 feet away from you and fall prone."
"Elemental Gem","DMG'24","257","uncommon","wondrous item","","","","","","","Multiple variations of this item exist, as listed below:Elemental Gem, Blue SapphireElemental Gem, EmeraldElemental Gem, Red CorundumElemental Gem, Yellow Diamond"
"Elemental Gem, Blue Sapphire","DMG'24","257","uncommon","wondrous item","","","","","","","This gem contains a mote of elemental energy. When you take a Utilize action to break the gem, an Air Elemental is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action."
"Elemental Gem, Emerald","DMG'24","257","uncommon","wondrous item","","","","","","","This gem contains a mote of elemental energy. When you take a Utilize action to break the gem, a Water Elemental is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action."
"Elemental Gem, Red Corundum","DMG'24","257","uncommon","wondrous item","","","","","","","This gem contains a mote of elemental energy. When you take a Utilize action to break the gem, a Fire Elemental is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action."
"Elemental Gem, Yellow Diamond","DMG'24","257","uncommon","wondrous item","","","","","","","This gem contains a mote of elemental energy. When you take a Utilize action to break the gem, an Earth Elemental is summoned, and the gem ceases to be magical. The elemental appears in an unoccupied space as close to the broken gem as possible, understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. The elemental disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action."
"Elephant","PHB'24","229","none","mount","","Speed: 40, Carrying Capacity: 1320 lb.","","","","200 gp",""
"Elixir of Health","DMG'24","257","rare","potion","","","","","½ lb.","","When you drink this potion, you are cured of all magical contagions. In addition, the following conditions end on you: Blinded, Deafened, Paralyzed, and Poisoned.The clear, red liquid has tiny bubbles of light in it."
"Elven Chain","DMG'24","257","rare","generic variant","","","","","","","You gain a +1 bonus to Armor Class while you wear this armor. You are considered trained with this armor even if you lack training with Medium or Heavy armor. Base items. This item variant can be applied to the following base items:Chain Mail (Elven Chain Mail)Chain Shirt (Elven Chain Shirt)"
"Elven Thrower","BGG","64","very rare","weapon (Spear), simple weapon, melee weapon","requires attunement by a elf","1d6 Piercing","thrown (20/60 ft.), versatile (1d8)","","3 lb.","","You gain a +3 bonus to attack and damage rolls made with this magic weapon. It has the thrown property with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged attack using this weapon, it deals an extra 1d8 damage or, if the target is a Giant, 2d8 damage. Immediately after the attack, the weapon flies back to your hand. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
